"1";"404 ページが見つかりません";""
"2";"デバッグの呼び出しを許可します。";""
"3";"プライベート サーバー";""
"4";"ホワイト リスト";""
"5";"ブラック リスト";""
"6";"管理者";""
"7";"最大スロット数";""
"8";"スポーンする場所";""
"9";"評判";""
"10";"廃棄物を使用します。";""
"11";"ネットワーク設定";""
"12";"パブリックサーバー";""
"13";"IP アドレス";""
"14";"ゲーム サーバーポート";""
"15";"Web サーバー ポート";""
"16";"レート";""
"17";"サーバーブラウザサービス";""
"18";"保存";""
"19";"原因・効果エクスプ ローラー";""
"20";"カテゴリを選択します。";""
"21";"レイヤーを選択します。";""
"22";"50,50を中心とする400平方メートルを示す地図";"50"
"23";"エコ選挙";""
"24";"メニューまたオフィスから選挙を選択することができます。";""
"25";"候補者";""
"26";"選出された役員は15の不動産の請求を受ける";""
"27";"財務省が建設されると、税金を設定することができます(進行中の機能)";" they can set taxes (feature in progress)"
"28";"この選挙では";""
"29";"即決投票";""
"30";"投票を送信する";""
"31";"オフィス向けに実行";""
"32";"自分を取り消す";""
"33";"現在の結果";""
"34";"誰もまだ投票していない";""
"35";"1ラウンドあたりの投票数";""
"36";"すべての投票を見る";""
"37";"ディスカッション";""
"38";"日";""
"39";"あなたの応答を入力してください。";""
"40";"グラフを削除します。";""
"41";"マップを削除します。";""
"42";"提出する";""
"43";"キャンセル";""
"44";"新しい選挙を開始するには、自分を候補として追加する必要があります";" you must add yourself as a candidate"
"45";"あなたが選出すべき理由を説明してください。";""
"46";"あなたのスピーチを入力します。";""
"49";"科学的データ";""
"50";"原因・結果";""
"51";"選挙に立候補";""
"52";"現在の選挙";""
"53";"過去の選挙";""
"56";"有効な法律";""
"57";"提案された法律";""
"59";"マップのレイヤーを選択します。";""
"60";"データ";""
"61";"グラフ";""
"62";"ライン";""
"63";"バー";""
"64";"日";""
"65";"このワールドに影響を与えるグローバル エフェクトを表示します。";""
"66";"上のカテゴリを選択し、下のタイムバーを使用して履歴をスクロールします";""
"67";"原因・影響調査";""
"68";"ユーザー設定";""
"69";"認証が必要です";""
"70";"日/秒";""
"71";"ゲーム内のアクション";""
"72";"環境法";""
"73";"メニューから法律を選択";""
"74";"法律情報";""
"75";"推論";""
"76";"現在の結果";""
"77";"この法律は可決されました。";""
"78";"はい";""
"79";"いいえ";""
"80";"グラフを追加します。";""
"81";"マップを追加します。";""
"82";"キャンセル";""
"83";"法律の名前";""
"84";"地区を追加します。";""
"85";"地区を削除する";""
"86";"新しい地区を追加します。";""
"87";"右クリックして地区を描く";""
"88";"論旨";""
"89";"法律を提案します。";""
"90";"レイヤー選択ドロップダウン";""
"91";"地形";""
"92";"温度";""
"93";"高さ";""
"94";"後でドロップダウンにオプションの完全なリストを送ることができます";""
"95";"名前または番号でレイヤー選択";""
"96";"法律上の議論はここで行い、後でテキストに合わせて地図をサイズ変更することができます";" maps can be resized to fit with text better later"
"97";"学生の進捗状況";""
"98";"まだ地区が設定されていない";""
"99";"アクティブな地区";""
"100";"各年度の候補者ランク";""
"101";"有効な法律なし";""
"102";"提案された法律はない";""
"103";"オンラインプレイヤー";""
"104";"時間";""
"105";"隕石の衝突まで";""
"106";"植物";""
"107";"ワールドサイズ";""
"108";"あらかじめ作成されたグラフ";""
"109";"私の保存したグラフ";""
"110";"OK";""
"111";"なんかやってる...";""
"112";"いくつかの情報を読んでください!";""
"113";"データセット";""
"114";"カテゴリをクリアする";""
"115";"曲線";""
"116";"パイ";""
"117";"読み込み中";""
"118";"人口";""
"119";"プレイヤーのスキルの進行状況";""
"120";"汚染の進行状況";""
"121";"そのタイトルを持つグラフが既に存在します! ユニークなグラフタイトルを選択します。";""
"122";"データセットを保存する前に、グラフに追加してください。";""
"123";"グラフがコピーされます。名前を入力し保存します。";""
"124";"続行する前に変更を保存しますか？";""
"125";"保存しません。";""
"126";"サーバー";""
"127";"ユーザー";""
"128";"提案を削除";""
"129";"Ohodnoťte kandidáty od nejlepšího po nejhorší.";""
"130";"投票を更新";""
"131";"ラウンド";""
"132";"トータル";""
"133";"候補者のランク付け";""
"134";"全ての投票";""
"135";"投票者";""
"136";"時事問題";""
"137";"政府の活動";""
"138";"ユーザーの活動";""
"139";"住民の活動";""
"140";"行われた選挙はありません。";""
"141";"サーバーバージョン";""
"142";"条項";""
"143";"時間";""
"144";"分";""
"145";"秒";""
"147";"見通し";""
"148";"投票";""
"149";"投票";""
"150";"投票終了まで";""
"151";"タイトル";""
"152";"勝者";""
"153";"終了";""
"154";"前";""
"155";"日";""
"156";"時間";""
"157";"分";""
"158";"最後の1時間";""
"159";"勝者";""
"160";"法律";""
"161";"マップ比較";""
"162";"選出された役人";""
"163";"進行中の選挙";""
"164";"進行中の選挙はありません";""
"165";"選出された役人";""
"167";"タイトル ホルダー";""
"168";"ステータス";""
"169";"選挙の詳細";""
"170";"以来";""
"171";"提出する";""
"172";"投票は記録されました";""
"173";"投票終了まであと";""
"174";"選択";""
"175";"有効なタイトルはありません";""
